channel_id,title,sub_count,video_count,view_count,engagement,country,exported_already,date_of_export,embed_url
UCHVbuwA78fcrsESJtKGz7dg,Rhymesayers Entertainment,513000,931,329658432,642.6090292397661,US,False,,
UC98d8Ci5d6inCrcw-i-tgiA,PLEDIS ENTERTAINMENT,972000,238,262903976,270.477341563786,KR,False,,
UCgKkNPU2Ib7_TcyAl8M2S-w,Warner Bros. Entertainment,1120000,3487,968263094,864.5206196428571,,False,,
UCqH2YMSzMaGN92Vc3VkhWnQ,Sony Pictures Home Entertainment,761000,1309,51922938,68.2298791064389,,False,,
UCaA3Cnh8B_jmfTLX9GjIqEw,HN Entertainment,414000,6907,245176556,592.2139033816425,US,False,,
UCkHASsLOHuddMTzARove3AA,Asia Entertainment Official,1410000,2975,1100842563,780.7394063829787,US,False,,
UCmv8PJ2JcIsHQ-2ivtziszQ,ArtSpear Entertainment,1840000,130,319444148,173.61095,AU,False,,
UCUc3Tm2Vrke_iDly-sM0_BA,Manga Entertainment,195000,366,18703169,95.91368717948718,,False,,
UCqZR7KVVsZRSfezZKJllxVQ,Reliance Entertainment,3700000,1089,1581248249,427.3643916216216,,False,,
UCdmkPG3FG48A27-PrD-lC8A,A Plus Entertainment,3280000,10658,1353203545,412.562056402439,PK,False,,
UCChWvNbRQYQ5fj1Nj3RQu8Q,surreal entertainment,1410000,141,172063479,122.03083617021277,,False,,
UC3GIDBVwW7-E2lQrIUiHeYA,eOne UK,62100,1265,158882096,2558.4878582930755,,False,,
UCNPKstTCsULpoFdBea4SLtw,星夢娛樂 The Voice Entertainment Group,286000,523,427546812,1494.918923076923,HK,False,,
UCclfb8zdNbA1AE61ojCSKDA,Entertainment Films,15900,395,77469126,4872.272075471698,,False,,
UC_ykXc7v9zZQdOG5QvJqpgg,RTL,633000,8060,950052203,1500.8723586097947,NL,False,,
UCgfO009hB_847kwL6NQnn-w,RG Entertainment,4250000,45,269059732,63.308172235294116,IN,False,,
UC26Cwg9HjAR2mGiUQAInQxg,TaleWorlds Entertainment,109000,48,19707004,180.7982018348624,TR,False,,
UCzbYAkDCuQYdZ_fKz9MLrWA,Klei Entertainment,240000,143,99765143,415.6880958333333,CA,False,,
UC9v8jWkXgFORVQdeQctYUmw,Peluchin Entertainment,59000,230,20813226,352.76654237288136,CL,False,,
UCrkkpNg0J0ziftHs6-5APhA,Happyface entertainment,512000,419,154779306,302.30333203125,,False,,
UCfHRX7ihY8WnSV53NnpKOvQ,POPSUGAR Entertainment,233000,7994,406076276,1742.8166351931332,,False,,
UCeM5Nksgv9_FXTuZ8jkPJPg,RCTI - ENTERTAINMENT,3610000,11480,1529096903,423.5725493074792,,False,,
UCKS4cz0fI_O0ng8qutflIbQ,CORIDEL ENTERTAINMENT,361000,44,87774498,243.1426537396122,US,False,,
UCQpdzqBK-ZGfy_RHxe_OyEQ,HUNUS Entertainment,196000,223,38318648,195.50330612244898,,False,,
UCf47je2ETRtgkhaVctg76Ew,Ondraga Entertainment,1150000,339,543061107,472.2270495652174,IN,False,,
UC-t19qiLC5slAW5cvSzXrag,MOB Entertainment,236000,209,111067898,470.626686440678,TR,False,,
UCssRwa6rXARIVQ6vl96mctQ,SPX Entertainment / BEATVN,1460000,135,156483984,107.1808109589041,VN,False,,
UCb5_PoKVkJy3DxhuuRpCyHQ,SD Entertainment Movies,3900000,93,626553772,160.65481333333332,IN,False,,
UC-xvCsGXsWl8-0uv36GnuhA,Emotion Entertainment,989000,500,938976496,949.4201172901921,ID,False,,
UCfkpM3RuyUHqY4nRlP-egNA,Wochit Entertainment,165000,170357,316693829,1919.3565393939393,,False,,
UC4ON9AHLUa0eVk9U9_EQbUA,Prank King Entertainment,2380000,155,231843153,97.41308949579832,SG,False,,
UCNDaFXLGF7W6ADJ7eUwIhgg,Fox Family Entertainment,676000,969,927044775,1371.3680103550296,US,False,,
UCb1sAjU1m57NqTdGpvao8Sg,MrYorkieLover Fitness Entertainment,0,2398,121997727,0.0,US,False,,
UClL2xeqKXsk1OSJXjV2AxAw,Catrack Entertainment,1140000,1317,357930851,313.9744307017544,IN,False,,
UCq64kvLolZAU5j3qO3xHYsw,Artix Entertainment,50000,237,17362264,347.24528,US,False,,
UCwO2IsXSjviAoYnaYS2dAhQ,NTV Entertainment,1170000,7049,327701388,280.0866564102564,BD,False,,
UCU4BLlLRsAfKtsYVM0pnU4w,WEPRO Entertainment,408000,1510,182905349,448.29742401960783,VN,False,,
UCd3X-p_3fRLHnu8LCPOMTNg,JUZ ENTERTAINMENT,617000,171,129640083,210.11358670988656,US,False,,
UC62GnXAfqgm8Fcn_i9kiuqw,MLD ENTERTAINMENT,1300000,387,493581503,379.67807923076924,KR,False,,
UClJ1d2FBYIre6EiIsW5NDUg,Entertainment Daily,191000,110,139120207,728.3780471204188,US,False,,
UCRtFAg-PAvCDM7uTG4jE2ig,ENJO Entertainment,9670000,263,3686373,0.38121747673216133,US,False,,
UCx6YxBCmq2-wHBN4LmFLw0g,REDBOX Entertainment,1810000,61,976880672,539.7130784530386,,False,,
UCmOy2-vrvwDh6O1bTUB5m_g,Yesterworld Entertainment,304000,99,46460474,152.83050657894736,US,False,,
UCSWrBxXfmyyrGStMz-ZKKag,Izzamedia Entertainment,0,125,258554549,0.0,ID,False,,
UCnU0LTJkpLWgZLsduqXdJug,EXBC entertainment,27700,1964,10396322,375.3184837545126,US,False,,
UCB-ogYCX9Me8nP9gEGpMjUg,채널A Entertainment,314000,36024,358159971,1140.6368503184713,,False,,
UCqv9TYpXUAo-Qy_tOPPSUYg,Hypnotize Entertainment,630000,64,325537698,516.7265047619047,DE,False,,
UCL_34rIBK9ohUbYXhYQNBcw,HXA Entertainment,533000,387,132776725,249.11205440900562,MY,False,,
UCho-jixa8DsD98xI-DEddqQ,VietEvent Entertainment,114000,1469,54079591,474.38237719298246,VN,False,,
UCZBF3MnoNyq7H6PzmjcTi-g,Akam Entertainment,1110000,22592,835084801,752.3286495495496,JM,False,,
UClWCQNaggkMW7SDtS3BkEBg,Entertainment Weekly,361000,7109,312363698,865.2734016620499,,False,,
UCFtat3KL0Z29ATKiYVrnBxw,Hồng Ân Entertainment,0,392,770936490,0.0,VN,False,,
UCMSLmwkXFhkxKFv2gS4NBww,Polyplus Entertainment,1630000,9179,873327937,535.7840104294479,,False,,
UCCNGtLTGyYKm6RhVzrnyPCA,Rabbitholebd Entertainment,3720000,1839,348015901,93.55266155913978,BD,False,,
UC4YT50DP7hbMsor8FmyEPMw,Victor Entertainment,805000,3643,1100940888,1367.6284322981367,,False,,
