channel_id,title,sub_count,video_count,view_count,engagement,country,exported_already,date_of_export,embed_url
UCEQuSj-7Y6Iv-e17UyNEAYA,WWE Daily,39300,518,11325356,288.1769974554707,,False,,
UChjmq037afPRyPqEMcyC-KA,Mr. WWE,46700,244,9068932,194.1955460385439,,False,,
UC21w2Iz8mFbxPWBlUUbIa1w,WWE News & Rumors - Wrestling911.com,10000,1065,4561764,456.1764,US,False,,
UCI3pWQ93H0tO6cXBelV15aA,WWE SuperCard - Topic,3210,0,0,0.0,,False,,
UCydG-fP9CvfBDiM1UYeq-Lw,WWE Fans Mundial - Gonzalo André,5900,217,366373,62.0971186440678,CL,False,,
UCfRSiN_CyalaCHeFco8tI_g,WWE 2K19 - Topic,21200,0,0,0.0,,False,,
UCICsNF2H4mCqggHwF4qUq9g,Central WWE,14800,801,1378281,93.1270945945946,,False,,
UCKZc6-MBZCxxr6lfwXuctIg,slightly unstable wwe fan,37100,255,17925023,483.15425876010784,GB,False,,
UCA2CRtuUoWtAk4ZhPCEZwoQ,WWE Piano Music,32700,41,11553819,353.3277981651376,,False,,
UC9LP9O4K4b9M8L1gDEaOViQ,WWE ES MI PASIÓN,14700,380,2799802,190.4627210884354,,False,,
UC5381TIZfmhrt20H48WguTg,Noology,22600,1868,3689989,163.2738495575221,US,False,,
UCs9PCHcU-GKBc2M_drtsr1g,WWE Hindi KHaBaR,668000,1666,71487250,107.01684131736526,IN,False,,
UCjponBrNvwNGOuwhy_3zMCw,WWE MATCH CARDS OFFICIAL,10400,819,3399711,326.8952884615385,,False,,
UC8qEN2cFTStin4dzds8YiDw,fufu WWE,1780,478,411888,231.39775280898877,,False,,
UCIHJatp2M-Kmrd5FdZCwBlQ,WWE Raw,4700,529,6380107,1357.469574468085,US,False,,
UCWokzgRz0Sp02dm-Ln8iOWQ,WWE Sexy,2830,27,2452676,866.669964664311,,False,,
UCdzU0DOx_pPCvUa5W591rhw,WWE Total Divas & Total Bellas,24400,38,3116173,127.71200819672131,,False,,
UCULgRTCMvQCVLfraq427YzA,WWE Music Group - Topic,65600,1005,66112056,1007.805731707317,,False,,
UCRae1zcyUeQeIljf0sQmPkw,DZ WWE,10200,4,426168,41.781176470588235,BR,False,,
UCxJyk26MDWwb8TgpwhatWFg,New WWE,3550,19,6495561,1829.7354929577464,,False,,
UCETPPkDyA7m6rNlgcStj8VA,Cristopher WWE,4640,0,0,0.0,MX,False,,
UCIqQ3PGvIG10Im65nMUFYMQ,WWE Jackson Parker,2640,2496,2753508,1042.9954545454545,US,False,,
UC__z61Vom9uE8S1YXA6ZgAw,WWE SUPER VIDEOS HD,5230,63,992811,189.8300191204589,GR,False,,
UCXbw989XHgfzzyrz2xt_0wA,wwe davila,5170,113,1136398,219.8061895551257,AR,False,,
UCVyUZ7OJg6WMfZGyhj8_TJA,The Wrestling Expert WWE,33700,122,3997125,118.60905044510386,GR,False,,
UCNeDka6SjHfihGoGMl-Ptmg,WWE Divas Fan,276000,849,142893480,517.73,US,False,,
UCjoaOZOAlk19s_vbXujipXQ,Performance WWE,34600,84,3216653,92.96684971098266,MX,False,,
UCYkruahjzj6oiLhpsfwj9Lw,Curiosidades WWE,25000,61,4024421,160.97684,CO,False,,
UCcne9E9AdpLBgszPe-F6PqA,OrtonFan WWE,20500,295,12376598,603.736487804878,,False,,
UCsLTp9d1UaCWHhQz16KVnIw,WWE 2K18 - Topic,8020,0,0,0.0,,False,,
UC06J9MtcpKGLAzed3HmRjeA,DJ_Diamond2 - WWE HIGHLIGHTS,1970,524,200812,101.93502538071066,US,False,,
UClK6prQdzYKYiyBBM__3kKA,WWE NEWS HINDI,246000,1121,23127420,94.01390243902439,IN,False,,
UC2XhcXQwbI2q9z9cE-kHtrw,Diego Aranis WWE,134000,236,28633861,213.68552985074626,CL,False,,
UChRRrpkA36vAbow2cs9Ryvg,Nação WWE Brasil,8470,11,160574,18.957969303423848,BR,False,,
UC3iioPOTTOpgGlUD6yAMHyg,WWE TURKİYE HD,13600,43,4191825,308.22242647058823,TR,False,,
UCS4sS3nJ_kGobJhkNKAeY3A,WSC Stage Creator,159000,377,51785755,325.696572327044,AU,False,,
